run_id,current_time,mean_reward,training_time_s,total_steps,steps_per_second,avg_system_cpu_percent,avg_tracked_cpu_percent,avg_ram_usage,max_ram_usage,num_cores,policy_loss,value_loss,learning_rate
3DBallRun8,2025-10-24 14:49:22.954506,21.990386962890625,102.57556438446045,72000,701.921558336632,40.697916666666664,74.26944444444445,538.4327152777777,847.582,12,0.10060930997133255,2.534104824066162,0.00026391600840725005
3DBallRun21,3DBall,64,ppo,2025-11-08 13:47:02.052182,11.864131927490234,80.49970531463623,72000,894.4132120556864,,,,,12,15.757164001464844,0.10195930302143097,1.6213924884796143,0.00026394001906737685
verifyRun10,3DBall,64,ppo,2025-11-10 13:00:14.343626,3.5134618282318115,53.53281378746033,48000,896.6463110004438,24.4171875,82.4953125,1115.865234375,1146.453,12,15.690864562988281,0.09890292584896088,0.41753607988357544,0.0002783586096484214
