RunID,final_reward,max_reward,time_to_max_reward_sec,total_duration_sec,mean_policy_loss,mean_value_loss,mean_entropy,final_entropy,max_cpu_usage_percent,mean_cpu_usage_percent,max_ram_used_mb,mean_ram_used_mb,mean_cpu_frequency,max_cpu_frequency,max_gpu_usage_percent,mean_gpu_usage_percent,max_vram_used_mb,mean_vram_used_mb,max_game_cpu_usage_percent,mean_game_cpu_usage_percent,max_game_memory_usage_mb,mean_game_memory_usage_mb,id
20251128-012909,1.5588494539,1.6090292931,227.7394561768,268.7252807617,0.0187270592,0.1257966459,1.4158610949,1.4077279568,35.0333328247,28.2658536958,3459,3374.2195002858,2536,2536,-1,-1,-1,-1,6.492333889,6.0688203951,178.8125,136.6161525075,6840
20251204-201125,-0.9986250401,-0.9166250229,11.6385002136,5542.3330078125,0.0248884596,0.0354223683,1.5931290686,1.5766294003,57.2999992371,41.5724995613,4063,3727.825,2536,2536,-1,-1,-1,-1,4.3395357132,3.5423634768,125.7591781616,76.4728616714,6841
20251201-185227,62.2611160278,100.0000076294,623.7548828125,2261.7197265625,0.0354085132,0.0295966343,1.2257949164,1.1304969788,43.4000015259,25.0535140669,3929.5,3842.237947395,2536,2536,-1,-1,-1,-1,3.9731647968,3.295625938,269.796875,209.266851678,6842
20251204-101708,8.2748622894,8.2748622894,1504.0223388672,1504.0223388672,0.0120926173,0.4697038233,1.4142728599,1.4096201658,44.3250007629,35.8807229651,3695.5,3440.0481839467,2536,2536,-1,-1,-1,-1,11.5864162445,10.0835984112,152.0,83.5506306844,6843
20251128-122229,100.0000152588,100.0000152588,441.4433898926,619.0921630859,0.0353361656,0.0149885106,1.3573674778,1.316357851,83.25,54.6735775645,4822.5,4527.6219512195,2536,2536,-1,-1,-1,-1,4.5609865189,3.6211818776,75.9401016235,50.1045094002,6844
20251202-182914,-0.65357095,-0.5683012009,277.8759155273,333.3733825684,0.0129905948,0.2970343232,1.419013989,1.4191765785,34.5,33.6379166603,3829.5,3786.6833496094,2536,2536,-1,-1,-1,-1,10.2791948318,9.3211352348,164.984375,157.2538673401,6845
20251202-212009,2,8,3298.3681640625,3568.7976074219,0.0344397819,0.0031332791,1.9971220838,1.8008950949,42.2000007629,30.6462687307,3586,3484.8208955224,2536,2536,-1,-1,-1,-1,11.458231926,9.2489723642,157.390625,91.5009472399,6846
20251202-183520,31.2583198547,170.4812164307,1737.3703613281,2876.3024902344,0.0246774202,0.513658084,1.4259365021,1.4313678741,41.3666648865,35.2423694335,3858,3805.3905617588,2536,2536,-1,-1,-1,-1,11.6931867599,10.9051783487,194.53125,155.1374246988,6847
20251201-205827,1091.9150390625,1864.8248291016,2635.0122070312,2997.65625,0.0351724727,17.4404148507,1.3853955075,1.3011671305,43.6500015259,34.023343316,3981,3742.072787733,2536,2536,-1,-1,-1,-1,11.2668104172,10.1627752092,236.5625,183.6883000753,6848
20251205-163030,-0.2406738549,-0.1413936019,18801.59765625,18902.9140625,0.0241967182,0.140339269,1.4171285862,1.4155060053,63.8499984741,42.4020324335,4164.5,3875.6707317073,2536,2536,-1,-1,-1,-1,12.073346138,7.5457552428,155.15625,88.5771722561,6849
20251201-154855,1.9396463633,1.9396463633,1313.5554199219,1313.5554199219,0.0126294003,0.0869864064,1.3972584411,1.3729916811,53.4333343506,30.2335342729,4055.5,3559.3052287274,2536,2536,-1,-1,-1,-1,4.4257073402,3.523773449,148.2421875,77.8251915897,6850
20251202-003904,2.0898256302,2.0898256302,140.7714996338,140.7714996338,0.0168750985,0.2345229685,1.4179066718,1.4156800508,37.1666679382,33.829167366,3660.25,3646.40625,2536,2536,-1,-1,-1,-1,10.7544736862,9.0338736773,220.296875,214.5731449127,6851
20251203-231504,8.6531534195,9.3684549332,38962.51953125,39012.92578125,0.0180245774,0.1475118647,1.4207799725,1.4213507175,81.8499984741,47.1335370134,4051.5,3828.6158536585,2536,2536,-1,-1,-1,-1,11.9085769653,3.9303658457,124.9437484741,74.9221035097,6852
20251201-151929,1.3052103519,1.3388210535,658.1633911133,772.7221069336,0.0126208865,0.3157521511,1.4210767157,1.4228897095,70.4666671753,32.0184739584,4471,3433.6064276638,2536,2536,-1,-1,-1,-1,4.960372448,4.579184716,164.6875,99.6963752839,6853
20251201-125609,100.0000152588,100.0000152588,52.4534378052,1257.4666748047,0.034082931,0.0086714444,0.8302950636,0.6015366316,48.5,31.3836346017,3753,3652.0401611328,2536,2536,-1,-1,-1,-1,6.0782308578,5.7106486573,244.5843811035,142.1752573955,6854
20251201-193200,100.0000152588,100.0000152588,387.6005554199,554.0614013672,0.0354640419,0.1594095851,1.3389008481,1.2746859789,31.3999996185,26.8150406814,3885.6667480469,3864.3455244855,2536,2536,-1,-1,-1,-1,4.0120916367,3.7386181006,343.3656311035,280.0534612144,6855
20251202-004145,160.682434082,271.2081604004,1424.2086181641,1642.5025634766,0.0121431936,0.7294507474,1.421274359,1.4250693321,37,34.2673694657,3667.25,3562.6285091538,2536,2536,-1,-1,-1,-1,11.2595205307,10.1088592173,218.953125,149.8856081675,6856
20251130-134334,14.4499998093,27,10287.7763671875,13713.53125,0.0357764057,0.0059986989,1.6247670686,1.0790657997,65.8499984741,38.2022387092,4398,3648.5410447761,2536,2536,-1,-1,-1,-1,11.7820253372,9.3882749123,95.6126937866,59.2021889373,6857
20251204-100559,34.4051017761,143.2209014893,399.8575134277,650.7066040039,0.0344315856,3.1875132126,1.4196743006,1.4193637371,51.2000007629,36.9353658164,3602,3508.1260122904,2536,2536,-1,-1,-1,-1,11.3330945969,10.7953150098,142.4515686035,98.6043827708,6858
20251203-123414,1.0637184381,1.0979853868,32.9539413452,43.7689590454,,,1.4189382643,1.4189382792,30.7333335876,30.0937497616,4009,3997.7916870117,2536,2536,-1,-1,-1,-1,6.4649715424,6.1997149587,171.703125,157.7794647217,6859
20251204-225403,4.7826900482,4.9493179321,2719.5778808594,2961.8767089844,0.0355221601,0.2132578852,1.2169872905,0.8600764275,96,35.3109847994,4178,3765.2916666667,2536,2536,-1,-1,-1,-1,5.3062839508,3.7564129153,121.9498062134,66.8166044081,6860
20251129-180902,-0.43064183,-0.1922068745,641.7100219727,666.8784790039,0.0123829888,0.1945377141,1.4169970576,1.4131318331,52.1749992371,37.6499998511,3908.5,3658.8109756098,2536,2536,-1,-1,-1,-1,11.1671257019,9.2622143059,106.4445343018,68.3000953488,6861
20251202-010949,3.8888888359,5,34265.23046875,34870.66796875,0.0174210235,0.0035908304,2.0335575342,1.8668372631,69.75,42.6088234771,3598.5,3337.6078431373,2536,2536,-1,-1,-1,-1,11.390460968,8.2259422973,168.5787506104,88.8999773661,6862
20251128-213206,1314.6246337891,1935.3809814453,2484.3967285156,2897.349609375,0.0345339169,291.2834685389,1.4383477253,1.5793969631,66.5999984741,34.7871485905,3592.5,3306.213853951,2536,2536,-1,-1,-1,-1,11.8480892181,9.7542727855,150.15625,68.8782003242,6863
20251129-180333,-0.8382923603,-0.7984777689,176.4620056152,298.68359375,,,1.418938297,1.4189382792,66,34.5783334732,4217.75,4117.2666625977,2536,2536,-1,-1,-1,-1,8.7588787079,8.3551124096,161.984375,134.2876564026,6864
20251201-172939,1.0244247913,1.1055146456,35.7349395752,87.1343917847,0.0246585775,0.0531312414,1.4182818681,1.4144785404,33.2000007629,28.9416668415,3780.3332519531,3725.6041564941,2536,2536,-1,-1,-1,-1,4.2976713181,3.9317158759,175.7906188965,171.5988044739,6865
20251128-103628,94.86668396,98.5666809082,120.5933380127,133.2553253174,0.0232505698,0.5530140637,1.4045970142,1.3937422037,58.7999992371,54.3574996948,3344.3332519531,3254.8166625977,2536,2536,-1,-1,-1,-1,6.0174107552,5.0849724531,120.7249984741,87.9228382111,6866
20251216-233852,37.9800071716,37.9800071716,262.3283996582,262.3283996582,0.0355741144,0.8441846116,1.3438231916,1.2636166811,15.4499998093,8.0465447728,10457,9928.0122427591,2267.3332519531,2267.3332519531,17,6.4999999826,1285,1269.2642286347,0.772216022,0.3854023102,0.0,0.0,6867
20251216-234330,100.0000152588,100.0000152588,407.2354431152,1192.7590332031,0.0248678497,0.0465577616,1.3790979816,1.3549216986,18.6000003815,8.962851398,11014.5,10535.843373494,2267.3332519531,2267.3332519531,26.3333339691,5.7008032264,1282,1279.7811249882,0.7486581802,0.3976207551,0.0,0.0,6868
20251217-000338,14.0662651062,24.5775127411,238.5461883545,266.9033508301,0.0239064528,0.9755896926,1.416696012,1.4153746367,11.8999996185,7.846249938,10071.6669921875,9909.5833984375,2267.3332519531,2267.3332519531,16.5,9.2666666985,1270,1264.3,0.7549876571,0.3857755028,0.0,0.0,6869
20251217-000833,1.3500000238,3,4201.6684570312,5398.53125,0.0124223352,0.000798072,2.1034200891,2.0626649857,30.5499992371,22.8283870205,16719,12185.0064516129,2267.3332519531,2267.3332519531,17,1.5935483871,1268,1267.4064516129,3.3313930035,3.0361533757,0.0,0.0,6870
20251217-013844,-0.3065367639,-0.1957756132,73.5296173096,230.0450134277,0.024889064,0.1148957741,1.4313735813,1.41363585,8.2333335876,5.9270833135,9763.3330078125,9233.8958740234,2267.3332519531,2267.3332519531,0,0,1268,1268,0.5612151027,0.2640983132,0.0,0.0,6871
20251217-014255,-0.7404643297,-0.4855000675,429.6141662598,494.3787841797,0.0339476377,0.0021076198,1.4292542331,1.2839826345,18.3999996185,7.1548192587,8696,8629.9879518072,2267.3332519531,2267.3332519531,0,0,1268,1268,0.8117779493,0.4038892399,0.0,0.0,6872
20251217-015125,2.3062782288,4.8421001434,4.497985363,711.0811767578,0.0184076011,0.0431768151,1.9107228618,1.8495306969,21.7000007629,9.9953125492,9069,8920.890625,2267.3332519531,2267.3332519531,0,0,1268,1268,0.579411447,0.2801788091,0.0,0.0,6873
20251217-020328,-1,-1,10.9742050171,282.5101318359,0.0141830915,0.0078261705,1.5972620627,1.5883623362,19.6000003815,7.6585366086,9777.5,9333.0853658537,2267.3332519531,2267.3332519531,0.5,0.0487804878,1268,1268,0.6184468269,0.3918183439,0.0,0.0,6874
20251217-020859,-1.2236624956,-0.7925544977,1892.2658691406,9633.408203125,0.0122988463,0.0077901712,3.2577771264,3.2308981419,9.4666662216,5.4155622534,11697,10689.7665603822,2267.3332519531,2267.3332519531,1.6666666269,0.0155622489,1268,1268,0.4314361513,0.2777749712,0.0,0.0,6875
20251217-044951,-0.6874058247,-0.6467889547,99.9505691528,152.9848632812,,,1.4189382732,1.4189382792,7.1500000954,5.5412500143,9536.75,9127.35,2267.3332519531,2267.3332519531,0,0,1268,1268,0.6072198749,0.4549369156,0.0,0.0,6876
20251217-045248,0.5347183347,0.9142696261,128.4265899658,549.2191772461,0.025378539,0.0009444206,1.432627993,1.4347741604,7.8499999046,5.582936514,8990,8899.2162620908,2267.3332519531,2267.3332519531,0.25,0.005952381,1268,1268,0.9170647264,0.4424824732,0.0,0.0,6877
20251217-050212,100.0000076294,100.0000076294,823.5457763672,823.5457763672,-4.3290242255,0.0092006461,0.7538207173,0.342715621,25.4200000763,22.2975001335,8847.400390625,8790.5251464844,2267.3332519531,2267.3332519531,0,0,1268,1268,0.1006667539,0.0394892842,0.0,0.0,6878
20251217-051624,86.2448425293,96.1730880737,8985.408203125,16422.544921875,-16.6299610944,0.0293745245,-0.4758551065,-0.9323380589,24.6499996185,16.6025207698,11054.75,9059.728125,2267.3332519531,2267.3332519531,3.5,0.04625,1284,1268.90625,0.2895989418,0.1010626381,0.0,0.0,6879
20251217-095019,49.1872711182,59.7175827026,9627.1044921875,14149.2177734375,-66.6991445541,3.1798756182,0.5130549282,0.551477313,23.2909088135,18.0895606041,15574.36328125,14383.8686523438,2267.3332519531,2267.3332519531,17.6363639832,12.8700000286,2675.9091796875,1982.1268310547,0.0302586928,0.0187063351,0.0,0.0,6880
20251217-134820,36.4102554321,49.8499984741,10230.1025390625,39584.87109375,-6.6952465437,0.0045217819,1.0015307255,0.9055970311,27.3500003815,18.4775000155,21190.666015625,17725.3208251953,2267.3332519531,2267.3332519531,42.5,16.4145832717,9587,5319.6770828247,0.5484991074,0.2853210591,0.0,0.0,6881
20251219-220437,100.0000152588,100.0000152588,247.0419158936,1025.1092529297,0.0247899565,0.0072456083,1.2685320801,1.1814886332,15.8999996185,5.2131526075,11599.5,9748.9949759977,2267.3332519531,2267.3332519531,26.5,3.4136546188,755.5,717.5060240964,1.0302202702,0.6261464117,0.0,0.0,6882
20251219-222156,17.1651535034,17.1651535034,794.6536865234,794.6536865234,0.0349957085,0.2380058685,1.3956812893,1.3458282948,13.75,4.8883534081,11935.3330078125,11221.1144460655,2267.3332519531,2267.3332519531,28,9.6746988038,736,732.186746988,0.7517883182,0.4527458803,0.0,0.0,6883
20251219-223524,1072.3859863281,1701.1575927734,1585.1220703125,1732.28125,0.0247489894,77.6561454435,1.408014821,1.3668676615,8.8999996185,5.5313253087,10904.75,9060.2796027861,2267.3332519531,2267.3332519531,15.6666669846,1.4236947783,744,740.9578313253,1.1564102173,0.6037438606,0.0,0.0,6884
20251219-230432,0.0833333358,0.1666666716,480.5842895508,582.8643798828,0.0165933501,0.0034452919,2.1127825334,2.1143507957,17.5499992371,15.9461537141,14045,11360.3076923077,2267.3332519531,2267.3332519531,0,0,743,743,3.3339824677,3.0295837843,0.0,0.0,6885
20251219-231433,-0.2703325748,-0.1481380463,302.5102539062,1708.0183105469,0.0177777048,0.1424706777,1.3531477638,1.2172700167,5.6500000954,2.721485948,14531,12074.6767225151,2267.3332519531,2267.3332519531,2.6666667461,0.06425703,743,743,0.2973062098,0.17272785,0.0,0.0,6886
20251219-234320,-0.9769877195,-0.9197037816,385.3292541504,558.0386962891,0.017864746,0.0010065814,1.5907543366,1.5653024912,10.3999996185,4.368072267,9035,8883.8855421687,2267.3332519531,2267.3332519531,2,0.0240963855,743,743,0.9050697684,0.6271886233,0.0,0.0,6887
20251219-235249,-0.1699714363,4.7168002129,2.5554323196,349.2519836426,0.0190858323,0.0589643013,1.9021895106,1.8648467064,10.8000001907,5.5935483594,8863,8778.4838709677,2267.3332519531,2267.3332519531,2,0.064516129,743,743,0.6438765526,0.3492044887,0.0,0.0,6888
20251219-235934,-0.999866724,1.0629999638,854.686340332,1268.7034912109,0.0348750251,0.0006619715,1.4812699219,1.3087559938,13.3999996185,7.4475903619,8753,8707.9608433735,2267.3332519531,2267.3332519531,4,0.0301204819,743,743,1.2815415859,0.5438812982,0.0,0.0,6889
20251220-002102,-1.1546666622,-1.0600334406,368.9899291992,398.8409118652,0.0117749805,0.0085750571,3.2855519652,3.2721877098,8.0666666031,4.6170833647,10417.3330078125,9810.75,2267.3332519531,2267.3332519531,0,0,743,743,0.5265648961,0.4061064467,0.0,0.0,6890
20251220-002943,-0.5893409848,-0.5893409848,376.1823425293,376.1823425293,0.0123533979,0.1126700242,1.4206086223,1.4222584963,5.1500000954,3.4117886206,9191.25,8922.9309022485,2267.3332519531,2267.3332519531,0.5,0.012195122,743,743,1.0307898521,0.700649974,0.0,0.0,6891
20251220-003641,0.177796334,0.8293539286,235.3633728027,256.2929992676,0.025261794,0.024679982,1.4062207094,1.395019412,9.5500001907,4.4292683136,8787,8729.4024390244,2267.3332519531,2267.3332519531,1.3333333731,0.0406504077,743,743,1.5467002392,1.0152718363,0.0,0.0,6892
20251220-004121,100.0000152588,100.0000152588,445.517578125,2259.8747558594,-21.3300415039,0.0287685196,0.3460272636,0.1356528401,18.3111114502,15.0713056564,9537.4443359375,9083.886328125,2267.3332519531,2267.3332519531,0,0,743,743,0.1083017364,0.0744390581,0.0,0.0,6893
20251220-011924,66.806678772,91.0000152588,1285.3120117188,2233.9438476562,-1.5508856118,0.003045116,0.8719734907,0.5941382051,20.0499992371,15.7283330917,8845,8734.0666992188,2267.3332519531,2267.3332519531,0,0,743,743,0.4714456499,0.0623127256,0.0,0.0,6894
20251220-015713,447.0410766602,617.721496582,12458.48828125,12588.3017578125,-11.9340276408,0.1200980569,0.5184754305,0.3192874491,20.7000007629,17.8736667252,10895,10141.9583300781,2267.3332519531,2267.3332519531,0,0,752,751.645,0.1402507722,0.0386299388,0.0,0.0,6895
20251220-052833,0.1199999973,0.1199999973,1498.6159667969,1498.6159667969,21.8109066486,0.0019419164,1.8765382469,1.6756653786,16.7000007629,15.65833354,12006.5,11007.1667480469,2267.3332519531,2267.3332519531,0,0,752,752,2.6308550835,2.5349937081,0.0,0.0,6896
20251220-213416,100.0000152588,100.0000152588,253.8613433838,875.6767578125,0.0348969329,0.1486040204,1.301371988,1.2278511524,10.8500003815,4.2539156532,10543,10006.7961984657,2267.3332519531,2267.3332519531,35,6.4347389651,692,687.4829314818,0.9782764912,0.5989860677,0.0,0.0,6897
20251220-214906,1.5708240271,1.6601829529,127.8932800293,132.8305511475,0.016179454,0.1077208981,1.4196063042,1.4197958708,10.3999996185,4.1674999833,10465.6669921875,10250.5000488281,2267.3332519531,2267.3332519531,15.6666669846,7.85,720,697.9,0.5767905712,0.4185912505,0.0,0.0,6898
20251220-215140,1.0335808992,1.0335808992,193.1831207275,193.1831207275,0.0122996676,0.2134890407,1.4169689,1.4152983427,6.8000001907,4.1958333492,10682.6669921875,10468.0666503906,2267.3332519531,2267.3332519531,15.3333330154,8.6833332777,703,703,0.9634298086,0.6722284079,0.0,0.0,6899
20251220-215532,0.8000000119,6,1104.9348144531,1141.3232421875,0.0242853597,0.0027529757,2.097045098,2.0499248505,23.3999996185,15.7807692259,16315,10317.1923076923,2267.3332519531,2267.3332519531,24,3.3846153846,4768,1267.6153846154,3.3763370514,2.7073594105,0.0,0.0,6900
20251220-221446,-0.1720900685,-0.123551771,843.943359375,7584.8701171875,0.0242132163,0.2357019655,1.3786353376,1.2816690207,14.2333335876,8.6114457889,18753.666015625,13983.2147966867,2267.3332519531,2267.3332519531,46.5,8.915662693,8213.5,2768.1084285874,0.2425117791,0.0689909573,0.0,0.0,6901
20251221-002146,-0.9998334646,-0.9272934198,80.340965271,333.0805969238,0.0175476508,0.0006176366,1.575710035,1.5665068626,12.3999996185,7.1378048717,9420,9326.5731707317,2267.3332519531,2267.3332519531,1.5,0.0609756098,853,853,1.293859601,0.7780038504,0.0,0.0,6902
20251221-002751,3.837471962,4.6899003983,2.6426725388,639.5640869141,0.0255059249,0.1196195675,1.8623798353,1.6811932325,10.6999998093,3.8937499933,9488,9392.765625,2267.3332519531,2267.3332519531,3,0.140625,853,853,0.8870857358,0.4733601828,0.0,0.0,6903
20251221-003843,-1,-1,10.2805213928,63.8825263977,0.0170799177,0.0055100694,1.6093751937,1.6092480421,9.8000001907,5.4187500477,9496.5,9367.25,2267.3332519531,2267.3332519531,0,0,853,853,0.7819775939,0.5769330524,0.0,0.0,6904
20251221-004000,-0.9997333884,-0.7859000564,2690.0732421875,4604.5590820312,0.0119010458,0.0078415724,3.200149055,3.1041567326,6.8333334923,3.9482931818,11146.6669921875,10929.8483974962,2267.3332519531,2267.3332519531,1,0.0160642573,857,854.6987951807,0.8864455819,0.4858679773,0.0,0.0,6905
20251221-015702,-0.7026634812,-0.6701363325,7.7753982544,155.6014404297,,,1.4189382732,1.4189382792,3.7999999523,2.9487500072,10064,9673.0041992188,2267.3332519531,2267.3332519531,0,0,857,857,0.8863246441,0.7179381967,0.0,0.0,6906
20251221-020001,0.5984318256,1.5727610588,1534.0109863281,1638.8813476562,0.0173715502,0.0050856445,1.420532531,1.4214212894,7.5,4.5239959826,9757.5,9611.1937829443,2267.3332519531,2267.3332519531,1.5,0.0281124501,857,857,1.7212988138,0.9649686957,0.0,0.0,6907
20251221-022734,100.0000152588,100.0000152588,3068.5505371094,12837.02734375,-0.9984046072,0.0003837214,-0.6345093082,-0.8696097732,16.3166675568,9.7016041964,9990.25,9361.8872680664,2267.3332519531,2267.3332519531,1.3999999762,0.0299999999,858,856.56875,0.7692685723,0.2429172471,0.0,0.0,6908
20251221-060144,77.338470459,100.0000152588,508.8987121582,2334.1518554688,-1.7582707405,0.0010814134,0.4739373504,0.0128727471,16.2999992371,8.9849998474,9265,9167.5,2267.3332519531,2267.3332519531,0,0,856,856,0.587148428,0.2826693528,0.0,0.0,6909
20251221-064100,800.6576538086,1012.387878418,19034.341796875,33471.93359375,-232.9507036209,6.4894466251,0.6170127928,0.6230589747,16.8199996948,14.7485833883,21457.599609375,11756.8682373047,2267.3332519531,2267.3332519531,85.4000015259,12.8416667968,11444.400390625,2676.2458450317,0.1098042652,0.0187460368,0.0,0.0,6910
20251221-223130,-0.8244903088,-0.2184789628,6053.9775390625,45071.2890625,-7.262566328,0.0191933325,0.7438397259,0.332159847,15.0600004196,13.4275000095,20301.19921875,17728.9079589844,2267.3332519531,2267.3332519531,59,14.75,12124.599609375,3667.9832305908,0.0312172621,0.0095080075,0.0,0.0,6911
20251222-111445,-1.0000001192,-1.0000001192,175.4691314697,16052.591796875,-0.5279745853,0.0001013765,0.4907895201,0.4461400807,23.7999992371,4.6359999847,24289,12756.14,2267.3332519531,2267.3332519531,76,10.95,11813,2642.43,0.0196727961,0.0107516259,0.0,0.0,6912
20251222-154300,4.6654825211,4.7426352501,20314.904296875,23158.896484375,-2.2023681521,0.0009528885,0.5177157238,0.3389328122,16.3999996185,13.4675000668,24203,13448.825,2267.3332519531,2267.3332519531,92,16.625,12042,3104.95,0.2083487064,0.016613234,0.0,0.0,6913
20251222-221349,-1.0000001192,-1.0000001192,210.0694580078,416.5635986328,-20.8640909195,0.0284762569,0.8654941618,0.4603607059,3.1714286804,2.9357143641,10185.8330078125,10103.3452148438,2267.3332519531,2267.3332519531,0,0,944,944,0.59829247,0.5206276029,0.0,0.0,6914
20251222-222103,-1.0997333527,-0.9313625097,12952.150390625,34888.44140625,-2.4931603551,0.1235840322,1.4472308874,0.6958127022,17.1000003815,15.488333416,11174,10800.2333007813,2267.3332519531,2267.3332519531,0,0,952,946.6666687012,0.1609547883,0.0184595781,0.0,0.0,6915
20251223-080818,53.1379737854,53.1379737854,12181.591796875,12181.591796875,-15.4116274834,1.7094707616,0.744664976,0.8117626905,14.3400001526,13.6020860672,12722.6669921875,11101.7520019531,2267.3332519531,2267.3332519531,6.6666665077,0.3333333254,947,946.6,0.0548558123,0.0470322367,0.0,0.0,6916
20251223-113416,379.6870422363,652.0603637695,31122.80078125,31810.154296875,-11.840337224,0.0447675828,0.8180491325,0.8317718506,77.9499969482,5.9271144132,26124,15108.0945273632,2267.3332519531,2267.3332519531,85,7.539800995,12714,2074.1542288557,0.1031315476,0.031644651,0.0,0.0,6917
20251223-223952,1.2538310289,1.3616015911,101.0684356689,113.7687835693,0.0172573887,0.0913307741,1.4109493256,1.4027308226,5.0999999046,3.2283333182,14292.3330078125,14025.1417480469,2267.3332519531,2267.3332519531,2,0.1,1043,1035.1666687012,0.7299042344,0.5566222712,0.0,0.0,6918
20251223-224214,56.7761993408,87.49168396,1157.4356689453,1169.5921630859,0.0343292628,0.6285464329,1.3641760378,1.3167494535,16,4.670682734,15619,14790.8453795651,2267.3332519531,2267.3332519531,28,10.4949799236,1114,1038.9588350962,1.1380249262,0.5758034558,0.0,0.0,6919
20251223-230200,-0.0115304505,0.4039929211,198.4249572754,210.3419647217,0.0115066869,0.2617710531,1.4173130095,1.413829565,7.4250001907,5.1445833206,15216.5,14915.1458984375,2267.3332519531,2267.3332519531,18,9.5208333492,1111,1110.1166687012,0.7609735131,0.5361869663,0.0,0.0,6920
20251223-230546,-0.1578947306,1.5,209.3730621338,500.7217407227,0.0169199472,0.0032268615,2.1122938395,2.1128396988,16,13.5599999428,17012,15944.2,2267.3332519531,2267.3332519531,34,9.35,1111,1110.85,2.8503065109,2.5240242779,0.0,0.0,6921
20251223-231443,-0.2432603985,-0.1494421214,6096.7275390625,7100.1547851562,0.0175822337,0.1575283806,1.4324120829,1.4304733276,11.6333332062,7.3793172434,28166,20758.6485904556,2267.3332519531,2267.3332519531,20.3333339691,2.8514056242,1111,1053.6445783133,0.2585323155,0.1108208194,0.0,0.0,6922
20251224-011338,-0.9951528907,-0.9373067617,352.6676025391,471.6719360352,0.0343044187,0.0006339349,1.5652609331,1.5355558395,13.1999998093,5.7867469759,11667,11539.8192771084,2267.3332519531,2267.3332519531,0,0,1028,1028,1.5004022121,0.7860722675,0.0,0.0,6923
20251224-012142,-0.1819517761,4.6277003288,12.7089223862,736.8400268555,0.0132976119,0.0068372569,1.8859947776,1.8823406696,14.1999998093,4.9650793568,12330,12188.5714285714,2267.3332519531,2267.3332519531,0,0,1028,1028,1.1109261513,0.4982675807,0.0,0.0,6924
20251224-013411,-1,-1,6.3147373199,218.0638122559,0.0126913618,0.0015352826,1.6084261281,1.6064798832,12.8999996185,7.8833333878,12373,11952.9761904762,2267.3332519531,2267.3332519531,0,0,1028,1028,1.1098930836,0.5746494574,0.0,0.0,6925
20251224-013801,-0.8676500916,-0.7833294868,944.1070556641,3583.8986816406,0.0171834058,0.003631212,3.1871962203,3.1244907379,6.9000000954,3.4394076301,13174.3330078125,12849.3524096386,2267.3332519531,2267.3332519531,0,0,1028,1028,0.8648713827,0.5565924957,0.0,0.0,6926
20251224-023802,0.8687000871,0.8687000871,855.9438476562,855.9438476562,0.0247069323,0.2075185925,1.4318374065,1.4429671764,5.8000001907,2.9597389626,11828,11714.6134459714,2267.3332519531,2267.3332519531,0,0,1028,1028,0.957728982,0.6447837019,0.0,0.0,6927
20251224-025234,0.2893158197,0.778932035,14.2939052582,166.6913604736,0.0248729698,0.0339236807,1.4122533003,1.4094194174,6.6333332062,4.3531746183,11668.5,11635.4285714286,2267.3332519531,2267.3332519531,0,0,1028,1028,0.983097434,0.6303120007,0.0,0.0,6928
20251224-025532,96.526802063,100.0000152588,11276.986328125,22750.734375,-0.9753120124,0.0000791163,-0.7103014141,-0.829597652,14.9888887405,13.2741666794,11953.22265625,11848.9098144531,2267.3332519531,2267.3332519531,0,0,1028,1021.5673614502,0.0256205555,0.0131601741,0.0,0.0,6929
20251224-091451,72.2846298218,72.2846298218,1312.3884277344,1312.3884277344,-1.9735904667,0.009783978,1.259695065,1.1502506733,16.3500003815,12.7650001287,11795,11745.1666015625,2267.3332519531,2267.3332519531,0,0,1023,1023,0.3033837378,0.051006449,0.0,0.0,6930
20251224-093656,884.556640625,1540.2780761719,11792.9716796875,16403.828125,-266.5887336731,7.6660930973,0.1710410157,0.213887468,16.2800006866,12.8618750095,15950.7998046875,13210.906237793,2267.3332519531,2267.3332519531,13.3333330154,1.7624999776,2514.8000488281,1506.0333374023,0.0926144198,0.0516464845,0.0,0.0,6931
20251224-141040,0.1000000015,0.6999999881,,3420.7194824219,11.104953289,0.0017048201,1.7308590213,,14.5500001907,12.8833333651,16727.5,15100.5833333333,2267.3332519531,2267.3332519531,0,0,1435,1430.8333333333,2.6161136627,2.5486789942,0.0,0.0,6932
20251224-150908,-0.65136832,-0.422406435,763.7770996094,4279.1030273438,-4.8195686191,0.0060718534,0.7083182186,0.5692068934,15.5399999619,14.8908333778,16522.166015625,15827.7163085938,2267.3332519531,2267.3332519531,0.200000003,0.0500000007,1431.1999511719,1430.299987793,0.1908995509,0.0511201369,0.0,0.0,6933
20251224-162233,-0.934239924,-0.8142672777,11287.8759765625,14157.8896484375,-16.2517724991,0.001048807,0.8115686521,0.265014559,15.5,13.4030951977,14731.8330078125,14067.2951171875,2267.3332519531,2267.3332519531,0,0,1430,1430,0.0981514975,0.0160157382,0.0,0.0,6934
20251228-105639,2.8778879642,2.8778879642,185.3073883057,185.3073883057,0.0257829125,0.1177523956,1.4040004611,1.3853436708,24.8333339691,12.9625000358,18795.666015625,17566.4792480469,2267.3332519531,2267.3332519531,82.6666641235,59.375,10610,9377.4583129883,0.4507476389,0.3603978232,0.0,0.0,6935
